OTU ID	C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30
OTU_271	1.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	59.0	67.0	49.0	0.0	0.0	0.0
OTU_92	1.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	18.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0
OTU_350	0.0	0.0	4.0	1.0	0.0	2.0	0.0	18.0	21.0	0.0	6.0	1.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	1.0	0.0	0.0	0.0
OTU_1188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_2143	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1614	1.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_2272	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1093	1.0	0.0	3.0	5.0	1.0	13.0	83.0	0.0	19.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	182.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	4.0	0.0
OTU_2024	2.0	2.0	4.0	3.0	10.0	4.0	4.0	1.0	6.0	4.0	10.0	6.0	1.0	10.0	5.0	3.0	3.0	10.0	1.0	12.0	0.0	7.0	6.0	4.0	2.0	1.0	1.0	1.0	15.0	0.0
OTU_2443	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
OTU_665	2.0	0.0	8.0	4.0	3.0	4.0	4.0	69.0	190.0	52.0	52.0	70.0	2.0	3.0	16.0	0.0	7.0	0.0	159.0	0.0	0.0	0.0	0.0	0.0	36.0	3.0	25.0	3.0	38.0	143.0
OTU_935	0.0	7.0	15.0	5.0	1.0	2.0	8.0	0.0	2.0	0.0	6.0	7.0	15.0	19.0	8.0	1.0	2.0	0.0	5.0	0.0	13.0	19.0	18.0	1.0	0.0	0.0	5.0	0.0	6.0	0.0
OTU_2086	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1982	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_777	0.0	13.0	0.0	3.0	23.0	16.0	0.0	0.0	28.0	0.0	0.0	1.0	13.0	11.0	20.0	2.0	1.0	0.0	40.0	0.0	25.0	3.0	179.0	206.0	0.0	0.0	4.0	8.0	0.0	0.0
OTU_323	1.0	2.0	0.0	2.0	5.0	1.0	5.0	12.0	9.0	0.0	0.0	0.0	5.0	0.0	6.0	0.0	16.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	6.0	27.0	6.0	10.0	32.0
OTU_2486	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1231	1.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1351	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
OTU_2088	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
OTU_1438	0.0	29.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
OTU_1144	1.0	3.0	0.0	3.0	0.0	2.0	7.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	15.0	7.0	0.0	4.0	0.0
OTU_1177	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1145	1.0	0.0	1.0	0.0	0.0	4.0	1.0	1.0	0.0	0.0	8.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	26.0	0.0	0.0	0.0
OTU_896	2.0	3.0	5.0	2.0	7.0	33.0	2.0	28.0	4.0	4.0	8.0	0.0	9.0	0.0	0.0	0.0	1.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
OTU_2249	1.0	3.0	1.0	0.0	3.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	284.0	99.0	80.0	11.0	106.0	1.0
OTU_680	0.0	8.0	0.0	0.0	0.0	14.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	5.0	0.0	532.0	520.0	0.0	143.0	0.0	0.0	3.0	0.0	0.0	8.0	0.0	5.0	0.0	11.0	0.0
OTU_163	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
OTU_192	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_2087	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
OTU_267	1.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	32.0	381.0	38.0	113.0	0.0	30.0	27.0	53.0	15.0	275.0	0.0	0.0	0.0	49.0	0.0	0.0	379.0	0.0	53.0	224.0	100.0	11.0
OTU_1163	1.0	0.0	9.0	2.0	1.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0
OTU_516	0.0	79.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	4.0	17.0	3.0	13.0	9.0	0.0	1.0	3.0	0.0	23.0	87.0	0.0	23.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0
OTU_512	0.0	1849.0	0.0	0.0	0.0	0.0	1.0	480.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1325	0.0	28.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1185	0.0	8.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	7.0	0.0	0.0	0.0
OTU_645	0.0	267.0	76.0	2.0	21.0	21.0	25.0	21.0	17.0	31.0	403.0	86.0	72.0	3.0	55.0	51.0	9.0	93.0	53.0	5.0	71.0	5.0	28.0	3.0	5.0	103.0	35.0	53.0	183.0	1.0
OTU_638	0.0	1694.0	31.0	0.0	187.0	0.0	0.0	0.0	189.0	2.0	1.0	452.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	180.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_2140	0.0	560.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_812	0.0	155.0	33.0	0.0	7.0	0.0	185.0	51.0	56.0	1.0	0.0	0.0	4.0	158.0	5.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_149	0.0	6.0	0.0	0.0	0.0	0.0	0.0	18.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	15.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	26.0	0.0	4.0	0.0
OTU_1524	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_542	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1805.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	104.0	13.0	0.0	0.0
OTU_258	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0
OTU_1411	0.0	8.0	1.0	0.0	2.0	0.0	1.0	12.0	8.0	1.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	3.0	0.0	4.0
OTU_2071	0.0	5.0	0.0	5.0	71.0	0.0	54.0	12.0	42.0	26.0	128.0	42.0	1.0	6.0	3.0	0.0	100.0	0.0	0.0	0.0	0.0	9.0	155.0	0.0	35.0	7.0	0.0	3.0	198.0	0.0
OTU_793	0.0	181.0	4.0	0.0	0.0	28.0	0.0	0.0	149.0	110.0	6.0	26.0	9.0	13.0	0.0	2.0	0.0	11.0	6.0	0.0	0.0	0.0	0.0	115.0	361.0	889.0	1233.0	36.0	94.0	37.0
OTU_1531	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1680	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1155	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_141	0.0	69.0	52.0	0.0	88.0	42.0	25.0	19.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0	21.0	0.0	14.0	0.0	0.0	1.0	0.0	0.0	11.0	0.0	6.0	57.0	215.0	14.0	9.0
OTU_2196	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	172.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	10.0	0.0	0.0	15.0
OTU_1244	0.0	1.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	16.0	11.0	8.0	0.0	2.0	18.0	1.0	16.0	0.0	0.0	106.0	1.0	12.0	6.0	19.0	0.0	3.0	19.0	88.0	0.0	0.0
OTU_1288	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_908	0.0	63.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	37.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
OTU_579	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
OTU_443	0.0	41.0	7.0	0.0	0.0	85.0	3.0	0.0	714.0	3.0	0.0	14.0	13.0	15.0	0.0	2.0	0.0	0.0	2.0	0.0	115.0	0.0	206.0	1.0	0.0	0.0	0.0	0.0	11.0	0.0
OTU_333	0.0	46.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	11.0	9.0	0.0
OTU_947	0.0	98.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_387	0.0	61.0	3.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	52.0	17.0	0.0
OTU_2040	0.0	40.0	8.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	20.0	44.0	1.0	0.0	0.0	0.0
OTU_644	0.0	277.0	88.0	6.0	43.0	0.0	11.0	6.0	271.0	73.0	383.0	92.0	10.0	0.0	7.0	0.0	0.0	0.0	32.0	489.0	22.0	1.0	0.0	0.0	31.0	3.0	41.0	0.0	182.0	0.0
OTU_1671	0.0	15.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
OTU_1877	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_699	0.0	12.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1204.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0
OTU_731	0.0	16.0	148.0	0.0	0.0	27.0	11.0	0.0	79.0	0.0	0.0	0.0	147.0	2.0	0.0	0.0	38.0	0.0	26.0	0.0	75.0	47.0	323.0	0.0	37.0	5.0	85.0	0.0	0.0	0.0
OTU_293	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_273	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_881	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	143.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	37.0	0.0	0.0
OTU_1412	0.0	15.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
OTU_662	0.0	1.0	0.0	0.0	11.0	48.0	52.0	65.0	0.0	215.0	22.0	74.0	9.0	156.0	5.0	81.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	1.0	74.0	124.0
OTU_1903	0.0	7.0	17.0	8.0	3.0	17.0	60.0	2.0	10.0	9.0	6.0	6.0	181.0	1.0	3.0	11.0	5.0	1.0	8.0	3.0	1.0	16.0	20.0	1.0	10.0	28.0	61.0	0.0	38.0	12.0
OTU_1675	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_775	0.0	8.0	4.0	0.0	8.0	5.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	5.0	52.0	3.0	0.0
OTU_145	0.0	29.0	12.0	13.0	19.0	4.0	302.0	31.0	30.0	188.0	127.0	119.0	38.0	27.0	27.0	0.0	0.0	0.0	0.0	1.0	53.0	0.0	17.0	0.0	0.0	1.0	120.0	59.0	1.0	2.0
OTU_1102	0.0	16.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
OTU_2230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
OTU_980	0.0	66.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_962	0.0	13.0	0.0	4.0	3.0	0.0	0.0	1.0	0.0	22.0	0.0	0.0	17.0	41.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	21.0	0.0	17.0	0.0
OTU_1365	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1036	0.0	15.0	0.0	0.0	1.0	48.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	21.0	5.0	0.0	6.0	0.0
OTU_1167	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0
OTU_934	0.0	10.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	12.0	88.0	0.0
OTU_1499	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	3.0
OTU_2396	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_503	0.0	8.0	12.0	10.0	0.0	18.0	1.0	5.0	0.0	10.0	5.0	69.0	0.0	7.0	2.0	0.0	4.0	0.0	63.0	0.0	9.0	0.0	0.0	0.0	4.0	3.0	23.0	8.0	5.0	0.0
OTU_582	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1029	0.0	17.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	1.0	1.0	38.0	2.0	3.0	5.0	0.0	0.0	0.0	0.0	17.0	3.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
OTU_884	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	72.0	0.0
OTU_1441	0.0	0.0	4.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	14.0	0.0	0.0	0.0
OTU_1617	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1494	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1949	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
OTU_1358	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1263	0.0	3.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
OTU_1855	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1810	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
OTU_2228	0.0	2.0	6.0	1.0	3.0	0.0	4.0	12.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	1.0	0.0
OTU_2364	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
OTU_86	0.0	6.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	13.0	1.0	0.0	0.0	1.0
OTU_1418	0.0	0.0	0.0	0.0	0.0	1.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	24.0	0.0	0.0
OTU_316	0.0	35.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_2139	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_640	0.0	1.0	1.0	1.0	72.0	1.0	1.0	1.0	2.0	188.0	38.0	86.0	0.0	4.0	5.0	1.0	0.0	2.0	2.0	6.0	1.0	39.0	14.0	2.0	6.0	9.0	4.0	1.0	18.0	1282.0
OTU_2460	0.0	4.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_104	0.0	5.0	14.0	0.0	0.0	0.0	0.0	31.0	81.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	140.0	103.0	0.0	0.0	11.0
OTU_502	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_1278	0.0	6.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTU_963	0.0	9.0	0.0	2.0	61.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	55.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	10.0	0.0	0.0
