"","x"
"319","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae"
"320","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"321","k__Fungi; p__Ascomycota; c__Lecanoromycetes"
"322","k__Fungi; p__Ascomycota"
"323","k__Fungi; p__Ascomycota"
"324","k__Fungi; p__Ascomycota"
"325","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__unidentified; s__unidentified"
"326","k__Fungi; p__Ascomycota"
"327","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"328","k__Fungi"
"329","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"330","k__Fungi; p__Ascomycota"
"331","k__Fungi; p__Ascomycota"
"332","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"333","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"334","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"335","k__Fungi; p__Kickxellomycota; c__Kickxellomycetes; o__Kickxellales; f__Kickxellaceae; g__Ramicandelaber; s__Ramicandelaber_taiwanensis"
"336","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__unidentified"
"337","k__Fungi; p__Ascomycota"
"338","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__unidentified"
"339","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"340","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__unidentified"
"341","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis"
"342","k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Phaffomycetaceae; g__Cyberlindnera; s__Cyberlindnera_jadinii"
"343","k__Fungi; p__Ascomycota"
"344","k__Fungi; p__Glomeromycota; c__Archaeosporomycetes; o__Archaeosporales; f__unidentified; g__unidentified; s__unidentified"
"345","k__Fungi; p__Ascomycota"
"346","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"347","k__Fungi; p__Ascomycota"
"348","k__Fungi; p__Ascomycota"
"349","k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Phaffomycetaceae; g__Cyberlindnera"
"350","k__Fungi; p__Ascomycota"
"351","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__unidentified"
"352","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Microdochiaceae; g__Microdochium"
"353","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae"
"354","k__Fungi; p__Ascomycota; c__Dothideomycetes"
"355","k__Fungi; p__Ascomycota"
"356","k__Fungi; p__Ascomycota"
"357","k__Fungi; p__Ascomycota"
"358","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"359","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"360","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"361","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"362","k__Fungi; p__Ascomycota"
"363","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"364","k__Fungi; p__Ascomycota"
"365","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Lepista; s__Lepista_nuda"
"366","k__Fungi; p__Ascomycota"
"367","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"368","k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Ostropales; f__Stictidaceae; g__Ostropa; s__Ostropa_barbara"
"369","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales"
"370","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium_solani"
"371","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"372","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__unidentified; g__unidentified; s__unidentified"
"373","k__Fungi; p__Ascomycota"
"374","k__Fungi; p__Ascomycota"
"375","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Leotiaceae; g__Neobulgaria; s__Neobulgaria_pura"
"376","k__Fungi; p__Ascomycota"
"377","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Volutella"
"378","k__Fungi; p__Ascomycota"
"379","k__Fungi; p__Ascomycota"
"380","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinellus; s__unidentified"
"381","k__Fungi; p__Ascomycota"
"382","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae"
"383","k__Fungi; p__Ascomycota"
"384","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"385","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Scytalidium"
"386","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"387","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"388","k__Fungi; p__Ascomycota"
"389","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae"
"390","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"391","k__Fungi; p__Ascomycota"
"392","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinellus; s__unidentified"
"393","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"394","k__Fungi; p__Ascomycota"
"395","k__Fungi; p__Ascomycota"
"396","k__Fungi"
"397","k__Fungi; p__Ascomycota"
"398","k__Fungi; p__Ascomycota"
"399","k__Fungi; p__Ascomycota"
"400","k__Fungi; p__Ascomycota"
"401","k__Fungi; p__Ascomycota"
"402","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae"
"403","k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Taphrinaceae; g__Taphrina; s__Taphrina_caerulescens"
"404","k__Fungi; p__Ascomycota"
"405","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__unidentified"
"406","k__Fungi; p__Ascomycota"
"407","k__Fungi"
"408","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"409","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Heterocephalacria"
"410","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae; g__Hypholoma"
"411","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Metarhizium; s__Metarhizium_marquandii"
"412","k__Fungi; p__Ascomycota"
"413","k__Fungi; p__Ascomycota"
"414","k__Fungi; p__Ascomycota"
"415","k__Fungi; p__Ascomycota"
"416","k__Fungi; p__Ascomycota"
"417","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__Orbilia; s__unidentified"
"418","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Cucurbitariaceae; g__Pyrenochaetopsis"
"419","k__Fungi; p__Chytridiomycota; c__Rhizophlyctidomycetes; o__Rhizophlyctidales; f__Rhizophlyctidaceae; g__Rhizophlyctis; s__unidentified"
"420","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"421","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma"
"422","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Clitopilus; s__unidentified"
"423","k__Fungi; p__Ascomycota"
"424","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"425","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Fomitopsidaceae; g__Skeletocutis; s__Skeletocutis_nivea"
"426","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"427","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Scytalidium"
"428","k__Fungi; p__Ascomycota"
"429","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae"
"430","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"431","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"432","k__Fungi"
"433","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Sclerotiniaceae"
"434","k__Fungi; p__Ascomycota"
"435","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"436","k__Fungi; p__Ascomycota"
"437","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__unidentified"
"438","k__Fungi; p__Ascomycota"
"439","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"440","k__Fungi; p__Ascomycota"
"441","k__Fungi; p__Ascomycota"
"442","k__Fungi; p__Ascomycota"
"443","k__Fungi"
"444","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_virens"
"445","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium"
"446","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"447","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"448","k__Fungi; p__Ascomycota"
"449","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"450","k__Fungi; p__Ascomycota"
"451","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"452","k__Fungi; p__Ascomycota"
"453","k__Fungi; p__Ascomycota"
"454","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Flagelloscypha"
"455","k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Phaffomycetaceae; g__Cyberlindnera"
"456","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__unidentified"
"457","k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryomycetes_ord_Incertae_sedis; f__Chrysozymaceae; g__Pseudohyphozyma; s__Pseudohyphozyma_pustula"
"458","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"459","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"460","k__Fungi; p__Ascomycota"
"461","k__Fungi; p__Ascomycota"
"462","k__Fungi; p__Ascomycota"
"463","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"464","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"465","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"466","k__Fungi; p__Ascomycota"
"467","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Vibrisseaceae; g__Phialocephala"
"468","k__Fungi; p__Ascomycota"
"469","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Flagelloscypha"
"470","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Cladosporiaceae; g__Cladosporium"
"471","k__Fungi; p__Ascomycota"
"472","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Cadophora; s__Cadophora_melinii"
"473","k__Fungi; p__Ascomycota"
"474","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"475","k__Fungi; p__Ascomycota"
"476","k__Fungi; p__Ascomycota"
"477","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"478","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"479","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"480","k__Fungi; p__Chytridiomycota; c__Lobulomycetes; o__Lobulomycetales; f__Lobulomycetaceae"
"481","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__unidentified"
"482","k__Fungi; p__Ascomycota"
"483","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"484","k__Fungi; p__Ascomycota"
"485","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_bainieri"
"486","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Lycoperdaceae; g__Lycoperdon"
"487","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_zonata"
"488","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Ophiosphaerella"
"489","k__Fungi; p__Ascomycota"
"490","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified"
"491","k__Fungi; p__Glomeromycota; c__Archaeosporomycetes; o__Archaeosporales; f__unidentified; g__unidentified; s__unidentified"
"492","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"493","k__Fungi"
"494","k__Fungi; p__Ascomycota"
"495","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"496","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"497","k__Fungi; p__Ascomycota"
"498","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__unidentified"
"499","k__Fungi; p__Calcarisporiellomycota; c__Calcarisporiellomycetes; o__Calcarisporiellales; f__Calcarisporiellaceae; g__Calcarisporiella; s__unidentified"
"500","k__Fungi; p__Ascomycota"
"501","k__Fungi; p__Chytridiomycota"
"502","k__Fungi; p__Ascomycota"
"503","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora"
"504","k__Fungi; p__Ascomycota"
"505","k__Fungi; p__Basidiomycota; c__Geminibasidiomycetes; o__Geminibasidiales; f__Geminibasidiaceae; g__Geminibasidium"
"506","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales"
"507","k__Fungi; p__Ascomycota"
"508","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"509","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"510","k__Fungi; p__Ascomycota"
"511","k__Fungi; p__Ascomycota"
"512","k__Fungi; p__Ascomycota"
"513","k__Fungi; p__Ascomycota"
"514","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"515","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"516","k__Fungi; p__Ascomycota"
"517","k__Fungi; p__Chytridiomycota; c__Spizellomycetes; o__Spizellomycetales"
"518","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"519","k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Cystobasidiales; f__Cystobasidiaceae; g__Cystobasidium"
"520","k__Fungi; p__Ascomycota"
"521","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Lycoperdaceae; g__Lycoperdon; s__Lycoperdon_pyriforme"
"522","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_lignicola"
"523","k__Fungi; p__Ascomycota"
"524","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"525","k__Fungi; p__Ascomycota"
"526","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"527","k__Fungi; p__Ascomycota"
"528","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"529","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"530","k__Fungi; p__Ascomycota"
"531","k__Fungi"
"532","k__Fungi; p__Ascomycota"
"533","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Metarhizium; s__Metarhizium_flavoviride"
"534","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Lyophyllaceae; g__unidentified; s__unidentified"
"535","k__Fungi; p__Glomeromycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"536","k__Fungi; p__Ascomycota"
"537","k__Fungi; p__Ascomycota"
"538","k__Fungi; p__Ascomycota"
"539","k__Fungi; p__Ascomycota"
"540","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium"
"541","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae"
"542","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Gymnoascaceae; g__Gymnoascus"
"543","k__Fungi; p__Ascomycota"
"544","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"545","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__unidentified"
"546","k__Fungi; p__Ascomycota"
"547","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae"
"548","k__Fungi; p__Ascomycota"
"549","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"550","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_melinii"
"551","k__Fungi; p__Ascomycota"
"552","k__Fungi; p__Ascomycota"
"553","k__Fungi; p__Chytridiomycota"
"554","k__Fungi; p__Ascomycota"
"555","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma"
"556","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Drechslera"
"557","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__unidentified; s__unidentified"
"558","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"559","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"560","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"561","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Clitopilus; s__Clitopilus_hobsonii"
"562","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"563","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavaria; s__unidentified"
"564","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"565","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae"
"566","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Lepiota; s__unidentified"
"567","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"568","k__Fungi"
"569","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium; s__Chaetomium_bostrychodes"
"570","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"571","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Cadophora; s__unidentified"
"572","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales"
"573","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Strophariaceae; g__Pholiota"
"574","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae"
"575","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__Rhizoctonia; s__unidentified"
"576","k__Fungi; p__Ascomycota"
"577","k__Fungi; p__Ascomycota"
"578","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Lycoperdaceae; g__Bovista"
"579","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"580","k__Fungi; p__Ascomycota"
"581","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus; s__unidentified"
"582","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"583","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
